,customer_lifetime_value,income,monthly_premium_auto,months_since_last_claim,months_since_policy_inception,number_of_open_complaints,number_of_policies,total_claim_amount,coverage,employmentstatus,location_code,vehicle_size,state_California,state_Nevada,state_Oregon,state_Washington,response_Yes,education_College,education_Doctor,education_High School or Below,education_Master,gender_M,marital_status_Married,marital_status_Single,policy_type_Personal Auto,policy_type_Special Auto,policy_Corporate L2,policy_Corporate L3,policy_Personal L1,policy_Personal L2,policy_Personal L3,policy_Special L1,policy_Special L2,policy_Special L3,renew_offer_type_Offer2,renew_offer_type_Offer3,renew_offer_type_Offer4,sales_channel_Branch,sales_channel_Call Center,sales_channel_Web,vehicle_class_SUV,vehicle_class_Sports Car,vehicle_class_Two-Door Car,effective_to_date,month,week,day
11,0.06420537587443545,0.9979295932908135,0.000834698365739308,0.00025040950972179244,0.000119242623677044,2.38485247354088e-05,9.53940989416352e-05,0.0036624075933569945,0,0,1,2,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2011-01-18,1,3,18
12,0.29032248571862773,0.9569220760102285,0.0024896545739523813,0.0004668102326160715,0.0019450426359002978,3.890085271800596e-05,7.780170543601192e-05,0.0016696351407879022,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2011-01-17,1,3,17
13,0.10192306745862217,0.9946250032411688,0.0026603806625876605,0.0005559004369586157,0.00027795021847930784,0.0,3.9707174068472545e-05,0.01803678917603637,0,2,2,2,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,2011-02-06,2,5,6
14,0.1354315336911742,0.9905291733456107,0.0034671095653407273,0.00041193380974345275,0.0020253412312386428,0.0,3.432781747862106e-05,0.022225271868155722,0,2,2,2,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,2011-01-05,1,1,5
15,0.11095188367474436,0.9938066364795295,0.00139896140272398,0.0001748701753404975,1.9430019482277498e-05,0.0,0.0001360101363759425,0.006003519751186521,0,0,1,2,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,2011-02-27,2,8,27
16,0.12248157515960933,0.9924429050704067,0.0015155236379212438,0.0001650570298726107,0.00031510887521134776,0.0,4.50155536016211e-05,0.007274513462021971,2,0,2,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2011-01-14,1,2,14
17,0.049670970887193695,0.9987457134664284,0.0012798002181252611,0.0005361325238092309,0.0003631865483868984,0.0,1.7294597542233258e-05,0.006143041047001253,0,0,2,2,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,2011-02-19,2,7,19
18,0.21533410340028328,0.9761490530305623,0.005592557487084954,0.000566334935401008,0.003468801479331174,0.0,7.0791866925126e-05,0.026844275938007776,1,3,2,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,2011-01-21,1,3,21
19,0.9747832299360244,0.0,0.029042297478645125,0.0015913587659531576,0.017504946425484735,0.0011935190744648682,0.0003978396914882894,0.22055308036019652,0,1,2,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2011-02-24,2,8,24
20,0.1326362323623182,0.9908455560148778,0.003382293168265671,0.0016634228696388548,0.005045716037904526,0.0,5.5447428987961825e-05,0.024352510811512833,0,3,2,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2011-02-05,2,5,5
21,0.05937791122734796,0.9982273316070084,0.00073684263925636,0.00022514636199499888,1.0233925545227221e-05,0.0,3.0701776635681665e-05,0.003982890374722809,0,0,2,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,2011-01-29,1,4,29
22,0.9796580378860421,0.0,0.027554939033416225,0.0037236404099211117,0.011667406617752816,0.0,0.00024824269399474077,0.19839556104059683,2,1,2,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2011-02-28,2,9,28
23,0.4529307159910932,0.8903738609185252,0.011774518758222339,0.002795389345477246,0.0054213611548649615,0.0,8.470876804476502e-05,0.04372988084716377,1,3,1,2,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2011-02-12,2,6,12
24,0.14738743478081234,0.9890590328270973,0.0012679658209808716,0.0003769628116429618,0.0006168482372339376,2.2846231008664354e-05,2.2846231008664354e-05,0.006086235940708184,2,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2011-02-02,2,5,2
25,0.042705309237516115,0.9990741026101932,0.0010559641723981432,0.00022439238663460542,0.0005807802948189787,1.319955215497679e-05,1.319955215497679e-05,0.0050686280275110875,1,0,2,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,2011-02-07,2,6,7
26,0.10539199661891253,0.9943307359181495,0.0027050192746715354,0.00017174725553470067,0.000257620883302051,4.2936813883675167e-05,4.2936813883675167e-05,0.013838279340108199,0,0,2,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,2011-02-28,2,9,28
27,0.997698739227311,0.0,0.0137531280094609,0.004020145110457802,0.011848848746612468,0.0,0.0006347597542828108,0.06520059440614315,0,1,1,2,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2011-01-25,1,4,25
28,0.09170014291399042,0.9957704862330886,0.0011510741400492584,0.0005115885066885593,0.0003106073076323396,0.0,0.00010962610857611985,0.00552515587223644,0,0,2,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2011-01-18,1,3,18
29,0.13124623158046805,0.9913475612950496,0.0016495853140175275,0.0005055180801021456,0.0011174610191731639,0.0,0.0002128497179377455,0.0004107382558078616,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2011-02-13,2,6,13
30,0.0829778208641991,0.9965463050883776,0.0010256249389200111,0.00015889963842422708,0.0005778168669971894,0.0,8.66725300495784e-05,0.002953729720458244,0,0,1,2,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2011-01-15,1,2,15
31,0.31195522606750953,0.9500084188389968,0.0026273722965172584,0.00022456173474506483,0.0013922827554194018,0.0,4.491234694901296e-05,0.012611387023282841,2,0,2,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2011-01-08,1,1,8
32,0.11162861575903381,0.9937261839845302,0.0013762682668643997,0.00028735271505959996,0.0013006491313223996,0.0,0.00012099061686719997,0.006606087680949119,1,0,2,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,2011-02-06,2,5,6
33,0.978005534786609,0.0,0.028485283711546638,0.0022155220664536275,0.02500374903569094,0.0,0.0003165031523505182,0.2050940427231358,1,1,2,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,2011-01-25,1,4,25
34,0.04730756623576667,0.9988751948430962,0.0012382052637838654,7.50427432596282e-05,0.0002814102872236058,3.75213716298141e-05,1.876068581490705e-05,0.0029528915930311823,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2011-02-07,2,6,7
35,0.98339589642931,0.0,0.025956300542994967,0.002595630054299497,0.00037080429347135667,0.00037080429347135667,0.00037080429347135667,0.17958739255656184,0,1,2,2,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,2011-01-18,1,3,18
36,0.05525768760097491,0.9984708458057586,0.0014158181392863905,5.9823301659988336e-05,0.0006381152177065422,0.0,1.9941100553329444e-05,0.0003772643851969038,0,0,0,2,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2011-01-11,1,2,11
37,0.06547911604230919,0.9977445210314397,0.0016457024638395316,0.00019947908652600383,0.00046545120189400897,0.0,1.662325721050032e-05,0.014676207425669692,1,0,2,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2011-01-28,1,4,28
38,0.2721612788972079,0.9621859152093016,0.002291766470875915,0.00033375239867124975,0.0003560025585826664,0.0,4.45003198228333e-05,0.011000479060204392,0,0,2,2,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,2011-02-08,2,6,8
39,0.026313698164862093,0.9996483517565545,0.0006568557797482585,0.00016152191305285045,0.000603015142063975,0.0,1.0768127536856695e-05,0.0031529077427916406,0,0,2,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,2011-02-23,2,8,23
40,0.9914934666484986,0.0,0.016197572409204893,0.0015531918748552635,0.01264741955239286,0.0006656536606522558,0.0011094227677537598,0.12850797913508535,0,1,2,2,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,2011-01-31,1,5,31
41,0.23103344207254212,0.9727602123716981,0.002974673747884855,0.00029327769345343643,0.00041896813350490914,0.0,0.00016758725340196366,0.018761118175254252,0,0,2,2,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,2011-01-02,1,52,2
42,0.9870632648333447,0.0,0.027157059253550567,0.0032470396933593068,0.022729277853515147,0.0,0.0002951854266690279,0.15633731120973307,1,1,2,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2011-02-07,2,6,7
43,0.9901666426538108,0.0,0.026755674729513988,0.004746974548784739,0.02416641588472231,0.0,0.0004315431407986127,0.13508300408225377,0,1,2,2,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,2011-01-18,1,3,18
44,0.21641913220450226,0.9762867537811294,0.0018704888657438197,0.00010843413714456926,0.0010843413714456925,8.132560285842694e-05,5.421706857228463e-05,0.004715694142094641,0,0,0,2,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,2011-02-21,2,8,21
45,0.16060383238906495,0.9869630800748448,0.002117236613420596,0.0006285546196092395,0.0014556001717266598,0.0,9.924546625409045e-05,0.010162735744418862,0,0,2,2,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2011-02-16,2,7,16
46,0.24871651857464813,0.9673537890523305,0.0065451756279811596,0.001158438164244453,0.0015059696135177889,0.0,5.792190821222265e-05,0.0481693636225378,2,3,2,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2011-01-17,1,3,17
47,0.15187687559347496,0.9883535224005126,0.0019290944499162782,2.119884010897009e-05,0.0011235385257754148,0.0,6.359652032691027e-05,0.009259653359598136,1,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2011-02-05,2,5,5
48,0.11686992892956313,0.99313542052899,0.000981647082022199,0.0003681176557583246,0.0009049559037392146,0.0,3.0676471313193716e-05,0.004640816185703002,0,0,1,2,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,2011-02-13,2,6,13
49,0.9922329722572074,0.0,0.0253197217585658,0.0072700191187961205,0.0030082837732949464,0.0,0.00025069031444124553,0.12153466444111584,0,1,2,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,2011-02-23,2,8,23
50,0.2560883205863409,0.9657893608570342,0.007057450689272923,0.0019351074470587049,0.002675001470934092,0.00011382984982698264,5.691492491349132e-05,0.040111824118988115,1,3,2,2,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,2011-01-28,1,4,28
51,0.32947197506695963,0.9431531569223345,0.008765213058051126,0.0003246375206685602,0.007953619256379725,0.0,8.115938016714005e-05,0.0420730226786454,2,3,2,2,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011-02-28,2,9,28
52,0.2452207073598899,0.9693067330105352,0.003575356806587492,5.500548933211526e-05,0.0019801976159561493,5.500548933211526e-05,0.00016501646799634579,0.01716171267161996,0,4,2,2,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011-01-02,1,52,2
53,0.5763148406266781,0.8164006447676335,0.007461229671912396,0.00028423732083475797,0.0035529665104344745,0.0,0.0004263559812521369,0.035813902425179504,2,2,2,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2011-01-22,1,3,22
54,0.9676856822019104,0.0,0.02723618505672557,0.005794932990792675,0.015356572425600588,0.0,0.00028974664953963374,0.2501461995850178,1,1,2,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2011-01-15,1,2,15
55,0.9947529025665445,0.0,0.009475307303842431,0.003158435767947477,0.004211247690596636,0.0,0.0003008034064711883,0.10173043094684772,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,2011-01-23,1,3,23
56,0.08672662935273982,0.9961732542368661,0.002160254509678021,0.0008581832983652413,0.002101069454618349,0.0,2.9592527529835906e-05,0.0103692216464545,0,0,2,2,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,2011-01-31,1,5,31
57,0.3588950180670685,0.9330978664171458,0.004635071674223636,0.00028969197963897727,0.0024830741111912338,0.0,0.00012415370555956168,0.022248344036273456,0,0,2,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2011-01-26,1,4,26
58,0.1859815897368634,0.9825233255713963,0.0015500237872105103,7.989813336136652e-05,0.0010386757336977646,0.0,3.1959253344546605e-05,0.00743465943716811,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,2011-01-10,1,2,10
59,0.9976872029584618,0.0,0.01384431831165532,0.0018944856637002014,0.0029145933287695407,0.0,0.0007286483321923852,0.06645272789594553,1,1,2,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2011-01-27,1,4,27
60,0.3653253523303352,0.9307438814930489,0.003177344486505271,0.0005295574144175451,0.0,0.0,6.230087228441707e-05,0.015583137602236882,2,3,2,2,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,2011-01-09,1,1,9
61,0.04007566303982461,0.9991959629964721,0.0009963448837905483,0.00044452310199886004,0.00041386633634376625,0.0,1.5328382827546898e-05,8.330217311821774e-05,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,2011-02-11,2,6,11
62,0.09096192380223282,0.995784786871389,0.0023744495663103166,3.71007744735987e-05,0.0017437364002591388,7.42015489471974e-05,3.71007744735987e-05,0.01139735791828952,0,2,2,2,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011-02-12,2,6,12
63,0.21521436463034396,0.9765249748069775,0.0018286046367973876,0.0006763332218291708,0.0009518763862780922,0.0,5.009875717253117e-05,0.00877730225662746,0,0,2,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,2011-02-11,2,6,11
64,0.07763820868715274,0.9969807759856452,0.0009857213392792303,0.00023601778546122415,0.0006664031589493388,0.0,8.330039486866735e-05,0.00040309283211334445,0,0,0,2,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2011-02-01,2,5,1
65,0.35690322440067956,0.9340250778852532,0.002985529326764561,0.0008912027841088242,0.00147048459377956,0.0,8.912027841088242e-05,0.014330540768469895,0,0,2,2,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2011-02-15,2,7,15
66,0.2792140561086242,0.9602193372517326,0.002442301836649835,0.00014801829313029302,0.002047586388302387,4.933943104343101e-05,4.933943104343101e-05,0.0028549978564947165,1,0,0,2,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2011-02-06,2,5,6
67,0.9999404205157479,0.0,0.009594169704690026,0.0024919921310883188,0.003239589770414814,0.0,0.0002491992131088319,0.0032156273970803018,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,2011-01-26,1,4,26
68,0.11245886818619326,0.9935369452154563,0.0014397394341821128,0.00044748658089444044,0.0,0.0,0.00015564750639806624,0.015331149278350113,0,0,2,2,1,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,2011-02-26,2,8,26
69,0.11893845657792868,0.9927952965967212,0.0029456373335524336,0.00034654556865322745,0.0015594550589395236,0.0,2.8878797387768956e-05,0.014139059201051681,0,0,2,2,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,2011-01-27,1,4,27
70,0.05847620092191909,0.9982627419649427,0.0014601261316816352,0.0008111811842675751,0.00034764907897181786,0.0,2.3176605264787857e-05,0.007008605432071848,0,0,2,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,2011-01-16,1,2,16
71,0.25146351072950485,0.9676843552938393,0.0034530010299122014,0.001074266987083796,0.0026473007895993542,0.0,0.00011510003433040671,0.018248084172813216,1,3,2,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2011-01-27,1,4,27
72,0.20506942884549642,0.9787081288637319,0.0017569627772339536,0.00039930972209862583,0.0008518607404770684,2.6620648139908388e-05,5.3241296279816775e-05,0.008541210251728132,0,0,2,2,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2011-02-28,2,9,28
73,0.24855953394920535,0.968407334196438,0.004026118577924648,0.0011742845852280223,0.0037744861668043573,0.00020969367593357541,0.00020969367593357541,0.01932536917403831,1,4,2,2,1,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011-01-25,1,4,25
74,0.055507290635618434,0.9984388630197304,0.0014272572779291347,6.205466425778846e-05,0.0016341061587884294,6.205466425778846e-05,2.0684888085929486e-05,0.005836266140104925,0,0,1,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2011-01-01,1,52,1
75,0.08208894973907457,0.9965746349959846,0.0020406632195822424,0.00039594957991894255,0.00036549191992517777,0.0,3.0457659993764813e-05,0.009795183453994764,0,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,2011-02-01,2,5,1
76,0.28420625877367667,0.9585987656032687,0.0035719506857152593,0.0007049902669174854,0.0028199610676699414,4.699935112783236e-05,0.00018799740451132943,0.017145363291433246,1,0,2,2,1,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2011-02-19,2,7,19
77,0.5219495525235937,0.8525313031651935,0.004715810211344677,0.0008322018020020018,0.0032099212362934355,3.962865723819056e-05,7.925731447638112e-05,0.02694065462443246,2,2,2,1,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,2011-01-27,1,4,27
78,0.14534476986619382,0.9893428167414108,0.0012001953111834044,9.547008157140716e-05,4.0915749244888785e-05,0.0,2.727716616325919e-05,0.008616079923642665,1,0,2,2,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,2011-02-27,2,8,27
79,0.03128918451746279,0.9995094734397778,0.0007798610030058705,0.00029708990590699823,0.0010398146706744938,0.0,1.2378746079458261e-05,0.00014704758269148963,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011-01-17,1,3,17
80,0.050520969088936475,0.9986987267292387,0.0012667603402154214,0.0004348580272381297,0.0016638046259545834,0.0,1.89068707494839e-05,0.006627407120872578,0,0,2,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2011-02-10,2,6,10
81,0.256289043669006,0.966462486123877,0.0033092546606108345,0.001547877179963132,0.0005871258268825674,0.0,0.0004270006013691399,0.015884422370932006,0,2,2,2,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2011-02-16,2,7,16
82,0.18277795215082981,0.983083125232142,0.002289953643229313,0.0003314406588884532,0.0018078581393915628,0.0,0.00021091678292901568,0.011450873932315586,1,0,2,1,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2011-02-25,2,8,25
83,0.9978249625337131,0.0,0.013342059134464908,0.00037407642433079185,0.008104989193833822,0.0,0.00037407642433079185,0.06404188384543157,0,1,2,2,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2011-01-11,1,2,11
